eval_idx,dataset_idx,method,noise_strength,n_povs,unified_score,mean_bbox_iou,mean_camera_similarity,detection_f1,count_accuracy
90,90,accumulation,N/A,2,0.40282888069201345,0.0341420841851267,,0.5116279069767441,0.14285714285714285
90,90,accumulation,N/A,3,0.34342196587797535,0.013468315903098509,,0.495049504950495,0.0
90,90,accumulation,N/A,4,0.34583008426335254,0.00959805280829304,,0.5454545454545454,0.0
90,90,accumulation,N/A,5,0.3478141696318703,0.013480824831663732,,0.3762376237623762,0.0
90,90,accumulation,N/A,6,0.2802105697142922,0.009180802797494654,,0.4761904761904762,0.0
90,90,accumulation,N/A,7,0.35884435290490835,0.004051824323409652,,0.4444444444444444,0.0
90,90,refinement,0.5,0,0.3519867606575258,0.008314346224531772,,0.5128205128205128,0.0
90,90,refinement,0.5,1,0.33936091938837043,0.004813119255909762,,0.5853658536585367,0.0
90,90,refinement,0.5,2,0.3508396402017445,0.0056365642106312895,,0.5822784810126582,0.0
90,90,refinement,0.5,3,0.38260878241914037,0.003442059794250096,,0.588235294117647,0.14285714285714285
90,90,refinement,0.5,4,0.3591128393728107,0.0041645882311445465,,0.5428571428571428,0.0
90,90,refinement,0.5,5,0.3105105133890929,0.0037536203207749344,,0.5066666666666667,0.0
90,90,refinement,0.5,6,0.3252910028738413,0.003412357137358996,,0.5384615384615384,0.0
90,90,refinement,0.5,7,0.36290671966612353,0.007511528225944015,,0.5,0.14285714285714285
90,90,refinement,0.8,0,0.3519867606575258,0.008314346224531772,,0.5128205128205128,0.0
90,90,refinement,0.8,1,0.3199096485155847,0.008559973018428502,,0.4285714285714286,0.125
90,90,refinement,0.8,2,0.3030666056958861,0.010421312081059628,,0.5294117647058824,0.0
90,90,refinement,0.8,3,0.31138905812351214,0.004582622997795062,,0.4666666666666666,0.0
90,90,refinement,0.8,4,0.3461337443660818,0.007923039327182564,,0.6486486486486487,0.0
90,90,refinement,0.8,5,0.35911993730717734,0.0017070380729278913,,0.44705882352941173,0.14285714285714285
90,90,refinement,0.8,6,0.3154758130280408,0.0019193839765363197,,0.4,0.0
90,90,refinement,0.8,7,0.27610790442302097,0.010920044209346266,,0.32558139534883723,0.0
91,91,accumulation,N/A,0,0.7004872712873075,0.7618957891894255,,0.5,1.0
91,91,accumulation,N/A,1,0.5471998356123982,0.7128888293150912,,0.2666666666666667,0.0
91,91,accumulation,N/A,2,0.5613241894956694,0.8813686148455208,,0.5,0.0
91,91,accumulation,N/A,3,0.4305405164193729,0.6089875945047307,,0.22222222222222224,0.25
91,91,accumulation,N/A,4,0.46660516834333454,0.40059285543619355,,0.6666666666666666,0.0
91,91,accumulation,N/A,5,0.7341925711566308,0.4233833009910518,,1.0,1.0
91,91,accumulation,N/A,6,0.5792273904852515,0.4803414132938475,,0.6666666666666666,0.0
91,91,accumulation,N/A,7,0.4251433513269882,0.6314176757241037,,0.25,0.0
91,91,refinement,0.5,0,0.7004872712873075,0.7618957891894255,,0.5,1.0
91,91,refinement,0.5,1,0.7070899866268718,0.8284317949707123,,0.5,1.0
91,91,refinement,0.5,2,0.5402289670924492,0.8065343362726242,,0.4,0.5
91,91,refinement,0.5,3,0.7050783330156332,0.8083065653006914,,0.5,1.0
91,91,refinement,0.5,4,0.7062284301813746,0.8169986999224257,,0.5,1.0
91,91,refinement,0.5,5,0.538085851235192,0.7889556587761372,,0.4,0.5
91,91,refinement,0.5,6,0.5319002755939253,0.8175258159787031,,0.3333333333333333,0.5
91,91,refinement,0.5,7,0.7070943727827184,0.826288337563231,,0.5,1.0
91,91,refinement,0.8,0,0.7004872712873075,0.7618957891894255,,0.5,1.0
91,91,refinement,0.8,1,0.7002124795229698,0.7578725891379494,,0.5,1.0
91,91,refinement,0.8,2,0.5219548012612004,0.7522334039868709,,0.28571428571428575,0.5
91,91,refinement,0.8,3,0.5789151699447983,0.7074404798135283,,0.6666666666666666,0.0
91,91,refinement,0.8,4,0.5798203709673532,0.6839482498686223,,0.6666666666666666,0.0
91,91,refinement,0.8,5,0.5789169279080139,0.6824098620477497,,0.6666666666666666,0.0
91,91,refinement,0.8,6,0.47964219313922785,0.7016663802719504,,0.5,0.0
91,91,refinement,0.8,7,0.5804145394350074,0.7029061815957526,,0.6666666666666666,0.0
92,92,accumulation,N/A,0,0.3573930655549251,0.00811697266936197,,0.5454545454545454,0.0
92,92,accumulation,N/A,1,0.3922577328329063,0.0009666210346137529,,0.6075949367088608,0.14285714285714285
92,92,accumulation,N/A,2,0.44089438409051823,0.008332940175680674,,0.6666666666666667,0.14285714285714285
92,92,accumulation,N/A,3,0.37993392316653807,0.013636567444321311,,0.5,0.2857142857142857
92,92,accumulation,N/A,4,0.3629953585139443,0.038625248611924984,,0.3103448275862069,0.0
92,92,accumulation,N/A,5,0.3092257109100448,0.007129266218768087,,0.4081632653061224,0.0
92,92,accumulation,N/A,6,0.3783829302115155,0.00625149049622811,,0.45161290322580644,0.0
92,92,accumulation,N/A,7,0.3171194957419338,0.01066079437530343,,0.3809523809523809,0.14285714285714285
92,92,refinement,0.5,0,0.3573930655549251,0.00811697266936197,,0.5454545454545454,0.0
92,92,refinement,0.5,1,0.3729794499426027,0.010950481360604563,,0.5,0.14285714285714285
92,92,refinement,0.5,2,0.3603072346866105,0.009774740740747538,,0.5434782608695652,0.0
92,92,refinement,0.5,3,0.4300812363372969,0.008798388142433026,,0.5747126436781609,0.2857142857142857
92,92,refinement,0.5,4,0.40606419990307024,0.010162879318667712,,0.5714285714285714,0.2857142857142857
92,92,refinement,0.5,5,0.4056377351238615,0.010372727838552802,,0.5822784810126583,0.2857142857142857
92,92,refinement,0.5,6,0.3825544935197567,0.010453254722661174,,0.55,0.14285714285714285
92,92,refinement,0.5,7,0.38315879468353387,0.010610064594814603,,0.547945205479452,0.14285714285714285
92,92,refinement,0.8,0,0.3573930655549251,0.00811697266936197,,0.5454545454545454,0.0
